product_id,product_name,price,detail,published_date,publisher,product_image,author
60,"Earth Render - The Art of Clay Plaster, Render and Paints",44240,"Rendering or plastering is a craft as old as house building, the basic methods and concepts having changed little over time.  
This book offers a detailed look at the use of raw earth for painting and",20131004,Python Press,"\img\Earth Render - The Art of Clay Plaster, Render and Paints.jpg",Python Press
61,The Wisdom of Water,36050,"In this esoteric discourse by Australian geomancer Alanna Moore, we see how water conveys intelligence, vitality and healing to landscapes, as well as our own watery being. Found by water diviners in ",20071007,Python Press,\img\The Wisdom of Water.jpg,Unknown
62,Touchstones for Today,32770,"Ancient standing stones transmit beneficial Earth energies and provide anchor points for the power and spirit of the land. Old traditions of healing, divination, wish fulfillment and fertility associa",20130216,Python Press,\img\Touchstones for Today.jpg,Unknown
63,The Sheltermaker’s Manual - Volume 1,54070,When architect Peter Cowman dreamed up his groundbreaking ‘Be Your Own Architect’ concept he quickly discovered that his university education had neglected to teach him the rudiments of house design! ,20130216,Python Press,\img\The Sheltermaker’s Manual - Volume 1.jpg,Unknown
64,The Sheltermaker’s Manual - Volume 2,54070,"There are many hidden aspects to the process of ‘sheltermaking’. Peter Cowman refers to these as the ‘invisible architecture’. Unseen yet powerful in their effect, one will ignore these at one’s peril",20130216,Python Press,\img\The Sheltermaker’s Manual - Volume 2.jpg,Unknown
65,Backyard Poultry - Naturally,40960,"Perfect as micro-livestock for the edible backyard, the popularity of poultry is not surprising. However, good information about natural poultry care can be hard to come by. But this book has it all!
",20140215,Python Press,\img\Backyard Poultry - Naturally.jpg,Unknown
66,Statistical Machine Learning(빅데이터/R/Python) (빅데이터/R/Python),35150,"『Statistical Machine Learning(빅데이터/R/Python)』는 정형과 비정형 자료를 분석하는 방법을 이론적으로 설명하였다. 빅데이터의 차원을 축소하는 수리적 방법을 자세히 설명하였고, supervised learning과 unsupervised learning순으로 방법들을 소개하였다. 끝 부분에 text mining 방법과 사회네트워",20170120,교우사(오판근),\img\Statistical Machine Learning(빅데이터_R_Python) (빅데이터_R_Python).jpg,이관제
67,R과 Python을 이용한 확률 및 통계,31500,"통계학을 전공하는 학생은 물론 이를 응용하는 여러 분야의 학생들을 위한 통계학 입문서이다. 통계학의 기반이 되는 자료를 요약 및 정리하는 방법과 확률이론에 대하여 알아보고, 기본적인 통계적 추론방법의 이론을 공부하여 다양한 예제와 컴퓨터 실습을 통해 실제 문제에서 쉽게 응용할 수 있도록 집필하였다.",20230810,자유아카데미,\img\R과 Python을 이용한 확률 및 통계.jpg,박진호^박헌진^온일상^유동현^조민호
68,"Network Science with Python (Explore the networks around us using network science, social network an",43000,"Discover the use of graph networks to develop a new approach to data science using theoretical and practical methods with this expert guide using Python, printed in color

Key Features
- Create networ",20230228,Packt Publishing,"\img\Network Science with Python (Explore the networks around us using network science, social network analysis, and machine learning).jpg","Knickerbocker, David"
69,Python Projects for Kids,19000,"Key Features

* Learn to start using Python for some simple programming tasks such as doing easy mathematical calculations.
* Use logic and control loops to build a nice interesting game.
* Get to gri",20160414,Packt Publishing,\img\Python Projects for Kids.jpg,"Ingrassellino, Jessica"
70,Explorations in Numerical Analysis: Python Edition (Python Edition),144210,"This textbook is intended to introduce advanced undergraduate and early-career graduate students to the field of numerical analysis. This field pertains to the design, analysis, and implementation of ",20210718,World Scientific Publishing Co,\img\Explorations in Numerical Analysis: Python Edition (Python Edition).jpg,James V Lambers^Amber Sumner M
71,비지니스 Python 첫걸음 (쉽게 따라하며 배우는),20700,"'프로그래밍의 정규 과목화', '기계 학습', 'AI' 등의 키워드를 신문이나 잡지, 텔레비전에서 볼 수 있는 기회가 많아진 지금, 엔지니어 뿐만이 아니라 일반적인 사무직이나 학생 사이에서도 프로그래밍에 대한 관심이 높아지고 있다. 그리고 여러 프로그래밍 언어 중 가장 주목을 받고 있는 것은 ""Python"" 이다. 



Python은 AI와 기계 학습에 ",20211130,출판사Bogook(출판사보국),\img\비지니스 Python 첫걸음 (쉽게 따라하며 배우는).jpg,나카지마 쇼고
72,Data Augmentation with Python (Enhance deep learning accuracy with data augmentation methods for ima,39000,"Boost your AI and generative AI accuracy using real-world datasets with over 150 functional object-oriented methods and open source libraries

Purchase of the print or Kindle book includes a free PDF ",20230428,Packt Publishing,"\img\Data Augmentation with Python (Enhance deep learning accuracy with data augmentation methods for image, text, audio, and tabular data).jpg","Haba, Duc"
73,Deep Learning with Python,48000,"Summary

Deep Learning with Python introduces the field of deep learning using the Python language and the powerful Keras library. Written by Keras creator and Google AI researcher Fran?ois Chollet, t",20171031,Manning Publications,\img\Deep Learning with Python.jpg,"Chollet, Francois"
74,"Python Data Analysis, 2/E",47000,"Data analysis techniques generate useful insights from small and large volumes of data. Python, with its strong set of libraries, has become a popular platform to conduct various data analysis and pre",20170601,Packt,"\img\Python Data Analysis, 2_E.jpg",Armando Fandango
75,Python을 이용한 개인화 추천 시스템 (제2판),18000,"이 책의 가장 중요한 목적은 독자들이 주요 개인화 추천 알고리즘의 작동원리를 이해하도록 하는 것이다. 이를 위해 이 책에서는 개인화 추천 기술의 전반적인 내용, 그중에서도 특히 연속값을 사용하는 개인화 추천 기술을 다룬다. 구체적으로는 협업 필터링(collaborative filtering), 행렬요인화(matrix factorization), Factor",20220610,청람,\img\Python을 이용한 개인화 추천 시스템 (제2판).jpg,임일
76,프로그래머를 위한 Python,34200,"최신 인공지능 주제를 총 망라한 개발자용 고급 파이썬 입문서

미 피어슨(Pearson) 사 특유의 내용의 깊이가 상당한 프로그래밍 언어 고급서 시리즈 중 데이텔 앤 어소시에이츠 사의 ‘Python for Programmers’가 오랜만에 번역판으로 나왔다. 특히 이 책은 “파이썬 하면 인공지능 언어”라는 기대를 저버리지 않을 만큼 최신 인공지능과 데이터과",20211223,성안당,\img\프로그래머를 위한 Python.jpg,폴 데이텔^하비 데이텔
77,Greedy Python,20000,"In this humorous tale about manners, respect, and friendship, a greedy python eats every creature he comes across in the jungle. From a tiny mouse to an enormous elephant, the eaten animals eventually",20090707,Simon & Schuster,\img\Greedy Python.jpg,"Carle, Eric (ILT)/ Buckley, Ri"
78,"Python을 사용한 심층 강화 학습 (Second Edition, 한국어판)",44790,이 책은 파이썬에 대해 다룬 컴퓨터 책이다. Python을 사용한 심층 강화 학습의 기초적이고 전반적인 내용을 학습할 수 있도록 구성하였다.,20230420,홍릉,"\img\Python을 사용한 심층 강화 학습 (Second Edition, 한국어판).jpg",수다르산 라비찬디란
79,이기적 빅데이터분석기사 실기 기본서 (필답형 + Python 분석 + R 분석),22500,"본 도서는 최신 출제기준을 적용한 도서로, 빅데이터분석기사 실기 시험의 출제 경향을 철저히 분석하여 수험생들이 혼자서도 학습할 수 있도록 한 완벽 대비서이다. 파이썬과 R 언어를 모두 다루며 수험자의 공부 폭을 넓혀 다양한 경험을 제공하고, 꼼꼼한 이론과 예상문제를 통해 시험 유형에 철저하게 대비할 수 있도록 하였다. 또한 실기 시험의 핵심을 다루는 모의고",20220506,영진닷컴,\img\이기적 빅데이터분석기사 실기 기본서 (필답형 + Python 분석 + R 분석).jpg,나홍석^배원성^이건길^이혜영^고려사이버대학교 AI·빅데
80,Level Up Python (레벨업하듯 차근차근 배우는 파이썬 프로그래밍),29800,"파이썬 기초 문법부터 다양한 연습문제들, 자기만의 프로젝트 개발, 데이터분석까지!

입문자를 위한 파이썬 프로그래밍 책, 어려운 코딩 전문 서적에 손이 가지 않았다면 이 책으로 시작해보자!",20230322,북팟,\img\Level Up Python (레벨업하듯 차근차근 배우는 파이썬 프로그래밍).jpg,박희수
81,Cracking Codes with Python (An Introduction to Building and Breaking Ciphers),35000,"Learn how to program in Python while making and breaking ciphers--algorithms used to create and send secret messages! 
After a crash course in Python programming basics, you'll learn to make, test, an",20180109,No Starch Press,\img\Cracking Codes with Python (An Introduction to Building and Breaking Ciphers).jpg,Al Sweigart
82,PYTHON 알고리즘 프로그래밍,27000,"인간의 뇌는 이성과 감성이 있어서, 논리적인 행동과 감정 행위를 하게 된다. 컴퓨터는 아직 까지 인간의 논리적인 행동을 따라하도록 만들었으며, 인간의 전두엽 (행동의 제어)와 측두 엽 (기억) 처럼, CPU (중앙처리장치, central processing unit)와 메모리를 사용해서 주어진 연 산을 계산하게 된다.
컴퓨터과학 (computer scien",20220301,서울시립대학교출판부,\img\PYTHON 알고리즘 프로그래밍.jpg,김성환
